time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM,Class
0.140,0.634,0.420,0.250,0.561,0.848,0.857,0.180,0.152,0.714,0.501,0.795,0.649,1.000
0.108,0.636,0.840,0.226,0.514,0.791,0.829,0.189,0.146,0.757,0.565,0.477,0.351,1.000
0.075,0.920,0.420,0.250,0.542,0.772,0.842,0.232,0.076,0.815,0.511,0.871,0.635,1.000
0.024,0.273,0.420,0.226,0.486,0.895,0.893,0.343,0.126,0.705,0.574,0.902,0.662,1.000
0.001,0.273,0.420,0.236,0.439,0.862,0.921,0.318,0.081,0.819,0.257,0.826,0.595,1.000
0.230,0.920,0.420,0.288,0.364,0.878,0.908,0.379,0.010,0.765,0.460,0.879,0.635,1.000
0.941,0.920,0.840,0.288,0.495,0.806,0.842,0.252,0.146,0.755,0.336,0.856,0.689,1.000
0.088,0.273,0.420,0.325,0.486,0.819,0.874,0.238,0.061,0.800,0.684,0.871,0.662,1.000
0.123,0.736,0.840,0.292,0.336,0.733,0.759,0.155,0.227,0.714,0.338,0.606,0.446,1.000
0.089,0.586,0.420,0.307,0.505,0.818,0.869,0.359,0.035,0.789,0.779,0.902,0.676,1.000
0.120,0.920,0.840,0.283,0.514,0.802,0.855,0.158,0.197,0.791,0.545,0.864,0.581,1.000
0.479,0.593,0.420,0.335,0.336,0.716,0.729,0.316,0.111,0.682,0.340,0.879,0.622,1.000
0.371,0.531,0.420,0.274,0.411,0.849,0.867,0.356,0.025,0.731,0.804,0.856,0.662,1.000
0.024,0.920,0.840,0.283,0.533,0.815,0.831,0.189,0.157,0.718,0.652,0.636,0.486,1.000
0.191,0.920,0.420,0.283,0.402,0.807,0.864,0.293,0.086,0.799,0.672,0.705,0.568,1.000
0.133,0.273,0.420,0.264,0.523,0.825,0.892,0.266,0.081,0.826,0.117,0.833,0.622,1.000
0.026,0.525,0.420,0.283,0.393,0.831,0.829,0.326,0.157,0.685,0.917,0.917,0.676,1.000
0.123,0.661,0.420,0.222,0.551,0.850,0.895,0.172,0.096,0.787,0.265,0.614,0.365,1.000
0.080,0.273,0.420,0.278,0.449,0.810,0.870,0.311,0.131,0.807,0.301,0.780,0.568,1.000
0.369,0.920,0.420,0.283,0.383,0.752,0.707,0.375,0.182,0.573,0.849,0.515,0.473,1.000
0.002,0.645,0.420,0.283,0.421,0.719,0.712,0.315,0.192,0.644,0.479,0.538,0.608,1.000
0.062,0.920,0.420,0.259,0.374,0.840,0.871,0.298,0.121,0.757,0.670,0.523,0.392,1.000
0.204,0.586,0.840,0.283,0.439,0.619,0.591,0.381,0.253,0.571,0.753,0.697,0.554,1.000
0.201,0.920,0.420,0.222,0.355,0.808,0.852,0.479,0.045,0.772,0.781,0.826,0.608,1.000
0.060,0.920,0.840,0.274,0.421,0.781,0.832,0.269,0.227,0.780,0.658,0.765,0.635,1.000
0.065,0.636,0.840,0.283,0.486,0.821,0.894,0.258,0.197,0.837,0.458,0.811,0.622,1.000
0.301,0.273,0.840,0.269,0.495,0.799,0.867,0.180,0.157,0.821,0.576,0.712,0.500,1.000
0.093,0.920,0.420,0.292,0.514,0.775,0.814,0.316,0.056,0.753,0.535,0.894,0.676,1.000
0.135,0.920,0.420,0.236,0.579,0.791,0.835,0.185,0.086,0.769,0.620,0.856,0.689,1.000
0.073,0.545,0.420,0.222,0.505,0.848,0.906,0.175,0.076,0.815,0.429,0.636,0.419,1.000
0.076,0.273,0.000,0.278,0.701,0.862,0.805,0.565,0.020,0.582,0.260,0.720,0.541,1.000
0.080,0.920,0.420,0.231,0.570,0.861,0.781,0.347,0.136,0.534,0.804,0.765,0.568,1.000
0.074,0.920,0.420,0.269,0.439,0.849,0.863,0.280,0.131,0.725,0.437,0.811,0.622,1.000
0.213,0.683,0.420,0.259,0.598,0.774,0.826,0.194,0.101,0.781,0.528,0.826,0.608,1.000
0.070,0.920,0.477,0.283,0.402,0.792,0.853,0.350,0.106,0.804,0.847,0.659,0.473,1.000
0.511,0.273,0.420,0.292,0.505,0.762,0.765,0.332,0.146,0.676,0.334,0.780,0.622,1.000
0.053,0.920,0.420,0.241,0.477,0.896,0.877,0.520,0.066,0.670,0.461,0.841,0.595,1.000
0.143,0.639,0.420,0.274,0.467,0.847,0.858,0.250,0.101,0.718,0.512,0.826,0.568,1.000
0.060,0.920,0.420,0.288,0.598,0.868,0.883,0.154,0.066,0.731,0.685,0.864,0.608,1.000
0.232,0.660,0.420,0.264,0.533,0.822,0.873,0.176,0.091,0.792,0.452,0.939,0.635,1.000
0.032,0.679,0.420,0.259,0.336,0.794,0.781,0.368,0.096,0.653,0.487,0.909,0.649,1.000
0.051,0.920,0.840,0.302,0.458,0.597,0.663,0.265,0.172,0.757,0.492,0.591,0.676,1.000
0.228,0.920,0.420,0.241,0.449,0.841,0.864,0.621,0.101,0.741,0.462,0.924,0.635,1.000
0.152,0.500,0.317,0.292,0.514,0.853,0.906,0.361,0.025,0.806,0.775,0.811,0.635,1.000
0.140,0.920,0.840,0.179,0.542,0.765,0.851,0.165,0.086,0.846,0.646,0.909,0.635,1.000
0.082,0.273,0.420,0.274,0.364,0.812,0.798,0.520,0.152,0.656,0.306,0.667,0.514,1.000
0.071,0.920,0.516,0.269,0.523,0.814,0.852,0.118,0.111,0.764,0.423,0.765,0.500,1.000
0.074,0.273,0.420,0.217,0.458,0.817,0.839,0.352,0.121,0.730,0.542,0.621,0.459,1.000
0.145,0.623,0.420,0.255,0.411,0.855,0.867,0.245,0.076,0.723,0.185,0.568,0.459,1.000
0.063,0.724,0.840,0.288,0.692,0.855,0.878,0.217,0.167,0.745,0.534,0.659,0.527,1.000
0.092,0.920,0.840,0.278,0.449,0.833,0.854,0.246,0.126,0.734,0.492,0.674,0.459,1.000
0.069,0.920,0.840,0.269,0.589,0.853,0.867,0.308,0.096,0.725,0.355,0.614,0.365,1.000
0.083,0.920,0.420,0.316,0.505,0.771,0.804,0.129,0.157,0.740,0.642,0.924,0.689,1.000
0.264,0.713,0.840,0.217,0.495,0.778,0.842,0.160,0.106,0.806,0.641,0.879,0.689,1.000
0.055,0.273,0.524,0.302,0.299,0.845,0.902,0.285,0.015,0.811,0.714,0.879,0.662,1.000
0.001,0.920,0.840,0.278,0.551,0.850,0.875,0.238,0.136,0.747,0.287,0.462,0.351,1.000
0.085,0.920,0.420,0.264,0.383,0.864,0.865,0.460,0.116,0.703,0.600,0.909,0.662,1.000
0.096,0.920,0.420,0.250,0.561,0.816,0.829,0.179,0.116,0.711,0.527,0.811,0.568,1.000
0.026,0.273,0.420,0.283,0.393,0.831,0.829,0.326,0.157,0.685,0.917,0.917,0.676,1.000
0.054,0.920,0.472,0.250,0.458,0.855,0.868,0.251,0.086,0.723,0.467,0.682,0.486,1.000
0.042,0.920,0.581,0.274,0.523,0.838,0.872,0.167,0.146,0.762,0.503,0.917,0.635,1.000
0.096,0.273,0.420,0.236,0.430,0.887,0.939,0.419,0.081,0.812,0.337,0.886,0.635,1.000
0.065,0.618,0.420,0.231,0.458,0.598,0.693,0.173,0.222,0.817,0.234,0.962,0.608,1.000
0.198,0.615,0.420,0.255,0.421,0.843,0.849,0.420,0.071,0.706,0.747,0.871,0.635,1.000
0.100,0.817,0.420,0.297,0.561,0.797,0.864,0.307,0.081,0.816,0.373,0.727,0.568,1.000
0.067,0.739,0.420,0.222,0.383,0.894,0.889,0.351,0.131,0.699,0.597,0.780,0.554,1.000
0.225,0.920,0.420,0.231,0.561,0.801,0.855,0.325,0.172,0.792,0.236,0.886,0.608,1.000
0.101,0.920,0.571,0.255,0.430,0.783,0.805,0.260,0.086,0.721,0.331,0.720,0.649,1.000
0.011,0.920,0.840,0.231,0.486,0.778,0.835,0.107,0.288,0.792,0.371,0.742,0.568,1.000
0.054,0.564,0.420,0.236,0.477,0.829,0.878,0.220,0.131,0.789,0.830,0.500,0.527,1.000
0.085,0.920,0.420,0.259,0.561,0.796,0.848,0.233,0.071,0.786,0.331,0.636,0.500,1.000
0.160,0.920,0.840,0.269,0.505,0.853,0.838,0.368,0.111,0.666,0.430,0.818,0.622,1.000
0.452,0.653,0.420,0.259,0.505,0.714,0.718,0.206,0.202,0.664,0.486,0.682,0.595,1.000
0.077,0.920,0.420,0.288,0.430,0.831,0.854,0.199,0.131,0.738,0.774,0.811,0.595,1.000
0.210,0.920,0.987,0.198,0.561,0.760,0.751,0.126,0.268,0.652,0.264,0.742,0.459,1.000
0.093,0.920,0.420,0.236,0.664,0.831,0.884,0.260,0.040,0.797,0.582,0.735,0.622,1.000
0.072,0.920,0.420,0.236,0.477,0.804,0.842,0.196,0.187,0.760,0.708,0.591,0.378,1.000
0.064,0.920,0.420,0.325,0.626,0.873,0.940,0.177,0.146,0.840,0.636,0.871,0.689,1.000
0.259,0.273,0.420,0.269,0.495,0.802,0.866,0.535,0.051,0.812,0.541,0.826,0.608,1.000
0.061,0.920,0.420,0.255,0.467,0.834,0.880,0.405,0.030,0.785,0.405,0.902,0.662,1.000
0.015,0.655,0.420,0.245,0.430,0.803,0.823,0.341,0.111,0.723,0.269,0.727,0.662,1.000
0.108,0.920,0.840,0.226,0.514,0.791,0.829,0.189,0.146,0.757,0.565,0.477,0.351,1.000
0.051,0.920,0.420,0.241,0.514,0.810,0.836,0.296,0.212,0.738,0.532,0.856,0.554,1.000
0.005,0.920,0.840,0.193,0.505,0.837,0.890,0.126,0.096,0.800,0.537,0.894,0.608,1.000
0.074,0.920,0.840,0.255,0.579,0.811,0.849,0.220,0.222,0.762,0.436,0.523,0.378,1.000
0.076,0.598,0.420,0.264,0.411,0.781,0.789,0.291,0.121,0.691,0.692,0.727,0.608,1.000
0.095,0.920,0.420,0.245,0.449,0.876,0.931,0.266,0.076,0.815,0.305,0.864,0.486,1.000
0.074,0.920,0.420,0.264,0.439,0.787,0.831,0.307,0.025,0.767,0.544,0.902,0.676,1.000
0.149,0.920,0.420,0.283,0.430,0.801,0.829,0.387,0.005,0.740,0.476,0.886,0.662,1.000
0.197,0.920,0.000,0.307,0.411,0.746,0.756,0.241,0.177,0.685,0.441,0.712,0.541,1.000
0.091,0.920,0.840,0.311,0.514,0.795,0.845,0.238,0.152,0.781,0.460,0.833,0.635,1.000
0.206,0.920,0.420,0.278,0.467,0.847,0.867,0.439,0.005,0.735,0.522,0.917,0.662,1.000
0.072,0.920,0.420,0.226,0.477,0.849,0.904,0.265,0.035,0.808,0.536,0.795,0.568,1.000
0.089,0.920,0.840,0.189,0.598,0.850,0.882,0.175,0.035,0.760,0.519,0.720,0.541,1.000
0.163,0.273,0.420,0.278,0.449,0.837,0.857,0.345,0.091,0.734,0.750,0.788,0.554,1.000
0.069,0.273,0.626,0.288,0.542,0.823,0.867,0.194,0.202,0.778,0.365,0.902,0.635,1.000
0.044,0.920,0.840,0.288,0.636,0.788,0.857,0.162,0.136,0.818,0.390,0.902,0.635,1.000
0.065,0.920,0.420,0.241,0.458,0.762,0.774,0.404,0.227,0.696,0.373,0.871,0.649,1.000
0.079,0.920,0.420,0.212,0.430,0.829,0.848,0.304,0.101,0.728,0.508,0.894,0.703,1.000
0.083,0.273,0.420,0.226,0.421,0.835,0.851,0.536,0.096,0.722,0.597,0.674,0.459,1.000
0.482,0.920,0.840,0.297,0.645,0.810,0.851,0.182,0.146,0.769,0.349,0.758,0.622,1.000
0.135,0.569,0.420,0.255,0.411,0.699,0.710,0.288,0.157,0.674,0.452,0.621,0.554,1.000
0.136,0.920,0.420,0.274,0.327,0.710,0.680,0.412,0.237,0.594,0.545,0.811,0.541,1.000
0.006,0.273,0.420,0.245,0.551,0.853,0.914,0.394,0.030,0.822,0.492,0.818,0.649,1.000
0.363,0.920,0.420,0.245,0.393,0.833,0.851,0.212,0.071,0.726,0.629,0.750,0.486,1.000
0.069,0.920,0.420,0.274,0.355,0.763,0.809,0.401,0.071,0.765,0.494,0.795,0.676,1.000
0.127,0.719,0.840,0.307,0.430,0.824,0.878,0.289,0.106,0.799,0.509,0.803,0.595,1.000
0.212,0.920,0.840,0.269,0.477,0.783,0.852,0.241,0.187,0.818,0.589,0.652,0.351,1.000
0.014,0.920,0.420,0.302,0.486,0.803,0.854,0.155,0.096,0.787,0.222,0.727,0.568,1.000
0.083,0.920,0.420,0.264,0.439,0.777,0.792,0.344,0.152,0.704,0.667,0.629,0.608,1.000
0.064,0.920,0.840,0.274,0.467,0.818,0.839,0.248,0.071,0.729,0.330,0.705,0.527,1.000
0.079,0.273,0.420,0.264,0.290,0.791,0.853,0.416,0.136,0.806,0.587,0.864,0.662,1.000
0.161,0.650,0.840,0.311,0.467,0.820,0.875,0.235,0.101,0.801,0.669,0.803,0.568,1.000
0.079,0.920,0.840,0.212,0.636,0.762,0.843,0.145,0.167,0.836,0.423,0.705,0.514,1.000
0.064,0.920,0.420,0.292,0.411,0.801,0.854,0.257,0.025,0.792,0.527,0.742,0.622,1.000
0.315,0.273,0.420,0.278,0.477,0.822,0.864,0.257,0.056,0.773,0.577,0.871,0.622,1.000
0.083,0.920,0.420,0.259,0.467,0.803,0.885,0.195,0.086,0.850,0.514,0.750,0.662,1.000
0.304,0.273,0.420,0.222,0.421,0.837,0.842,0.245,0.081,0.701,0.552,0.659,0.500,1.000
0.142,0.920,0.420,0.245,0.364,0.776,0.869,0.313,0.051,0.863,0.553,0.932,0.662,1.000
0.125,0.920,0.420,0.278,0.355,0.866,0.896,0.403,0.045,0.760,0.424,0.758,0.514,1.000
0.073,0.920,0.420,0.288,0.374,0.826,0.873,0.389,0.066,0.786,0.579,0.826,0.554,1.000
0.081,0.920,0.420,0.264,0.514,0.860,0.862,0.273,0.101,0.701,0.195,0.848,0.662,1.000
0.023,0.920,0.840,0.255,0.505,0.795,0.848,0.182,0.207,0.787,0.517,0.909,0.649,1.000
0.074,0.273,0.420,0.245,0.449,0.849,0.879,0.188,0.141,0.756,0.680,0.917,0.662,1.000
0.082,0.273,0.420,0.231,0.421,0.816,0.871,0.376,0.040,0.800,0.402,0.659,0.595,1.000
0.130,0.920,0.420,0.259,0.486,0.789,0.715,0.350,0.157,0.527,0.776,0.598,0.324,1.000
0.246,0.920,0.420,0.241,0.383,0.859,0.820,0.597,0.106,0.618,0.909,0.727,0.649,1.000
0.092,0.920,0.420,0.278,0.477,0.845,0.910,0.262,0.121,0.828,0.249,0.902,0.662,1.000
0.207,0.920,0.420,0.264,0.458,0.737,0.771,0.136,0.268,0.733,0.497,0.561,0.405,1.000
0.072,0.920,0.420,0.245,0.458,0.818,0.779,0.288,0.192,0.605,0.222,0.697,0.608,1.000
0.117,0.920,0.420,0.278,0.290,0.882,0.903,0.398,0.045,0.749,0.366,0.667,0.541,1.000
0.186,0.623,0.420,0.245,0.523,0.866,0.840,0.304,0.187,0.647,0.435,0.689,0.595,1.000
0.095,0.273,0.420,0.292,0.402,0.767,0.742,0.447,0.157,0.619,0.354,0.742,0.622,1.000
0.497,0.920,0.420,0.302,0.458,0.776,0.820,0.198,0.091,0.765,0.610,0.826,0.622,1.000
0.063,0.920,0.840,0.307,0.393,0.813,0.858,0.256,0.106,0.777,0.435,0.697,0.500,1.000
0.080,0.920,0.840,0.354,0.318,0.560,0.522,0.388,0.116,0.532,0.480,0.750,0.608,1.000
0.056,0.920,0.840,0.241,0.626,0.818,0.834,0.226,0.146,0.719,0.409,0.561,0.608,1.000
0.071,0.920,0.420,0.264,0.449,0.848,0.886,0.325,0.056,0.773,0.604,0.742,0.649,1.000
0.006,0.920,0.420,0.255,0.430,0.815,0.825,0.471,0.076,0.706,0.210,0.826,0.635,1.000
0.085,0.273,0.420,0.245,0.477,0.799,0.760,0.463,0.207,0.601,0.633,0.848,0.649,1.000
0.339,0.920,0.420,0.292,0.364,0.785,0.822,0.223,0.086,0.751,0.226,0.750,0.527,1.000
0.091,0.720,0.420,0.278,0.318,0.747,0.715,0.354,0.136,0.600,0.528,0.856,0.581,1.000
0.060,0.920,0.420,0.198,0.458,0.785,0.816,0.178,0.207,0.741,0.722,0.538,0.351,1.000
0.159,0.920,0.840,0.255,0.617,0.754,0.836,0.115,0.182,0.836,0.575,0.871,0.649,1.000
0.123,0.649,0.420,0.264,0.336,0.840,0.811,0.499,0.086,0.633,0.497,0.705,0.595,1.000
0.141,0.920,0.420,0.269,0.486,0.839,0.895,0.287,0.086,0.808,0.290,0.826,0.622,1.000
0.053,0.273,0.840,0.241,0.364,0.813,0.751,0.428,0.283,0.557,0.739,0.667,0.554,1.000
0.033,0.273,0.420,0.250,0.486,0.799,0.821,0.218,0.167,0.726,0.446,0.803,0.622,1.000
0.078,0.920,0.840,0.307,0.430,0.827,0.870,0.276,0.141,0.777,0.584,0.742,0.514,1.000
0.339,0.638,0.420,0.245,0.486,0.831,0.871,0.366,0.076,0.771,0.600,0.795,0.527,1.000
0.037,0.920,0.420,0.292,0.421,0.828,0.848,0.395,0.071,0.730,0.628,0.894,0.635,1.000
0.123,0.273,0.420,0.245,0.467,0.841,0.856,0.488,0.066,0.723,0.138,0.955,0.730,1.000
0.207,0.920,0.420,0.255,0.514,0.780,0.851,0.192,0.177,0.821,0.452,0.742,0.486,1.000
0.126,0.920,0.289,0.288,0.327,0.707,0.708,0.347,0.096,0.656,0.613,0.879,0.649,1.000
0.106,0.920,0.420,0.179,0.346,0.618,0.709,0.406,0.101,0.814,0.426,0.780,0.554,1.000
0.050,0.703,0.840,0.259,0.617,0.812,0.856,0.236,0.106,0.774,0.478,0.697,0.689,1.000
0.153,0.920,0.420,0.198,0.449,0.814,0.860,0.176,0.187,0.780,0.346,0.727,0.568,1.000
0.056,0.273,0.840,0.217,0.411,0.853,0.914,0.279,0.187,0.823,0.616,0.871,0.595,1.000
0.008,0.273,0.420,0.288,0.430,0.733,0.690,0.329,0.187,0.572,0.543,0.864,0.649,1.000
0.065,0.920,0.840,0.274,0.514,0.809,0.854,0.269,0.106,0.775,0.532,0.689,0.473,1.000
0.147,0.920,0.420,0.250,0.505,0.783,0.849,0.299,0.045,0.811,0.465,0.917,0.676,1.000
0.526,0.920,0.840,0.278,0.570,0.837,0.879,0.140,0.182,0.778,0.280,0.788,0.662,1.000
0.002,0.639,0.420,0.222,0.402,0.764,0.805,0.286,0.086,0.756,0.334,0.879,0.595,1.000
0.071,0.273,0.420,0.245,0.402,0.833,0.864,0.271,0.020,0.752,0.334,0.826,0.581,1.000
0.048,0.273,0.000,0.259,0.617,0.818,0.861,0.128,0.025,0.775,0.485,0.803,0.622,1.000
0.198,0.587,0.313,0.250,0.411,0.819,0.830,0.359,0.045,0.709,0.570,0.886,0.622,1.000
0.241,0.572,0.840,0.307,0.589,0.847,0.910,0.238,0.268,0.825,0.596,0.879,0.595,1.000
0.134,0.920,0.420,0.321,0.467,0.753,0.754,0.356,0.121,0.668,0.762,0.902,0.676,1.000
0.412,0.920,0.420,0.292,0.467,0.811,0.868,0.185,0.101,0.801,0.504,0.750,0.581,1.000
0.074,0.693,0.541,0.208,0.430,0.842,0.865,0.157,0.167,0.740,0.474,0.432,0.338,1.000
0.089,0.621,0.365,0.292,0.607,0.863,0.916,0.318,0.040,0.808,0.521,0.856,0.635,1.000
0.464,0.273,0.840,0.236,0.467,0.829,0.853,0.235,0.111,0.740,0.326,0.545,0.622,1.000
0.090,0.920,0.420,0.302,0.421,0.763,0.746,0.506,0.131,0.634,0.801,0.856,0.622,1.000
0.015,0.920,0.676,0.292,0.355,0.683,0.641,0.408,0.111,0.560,0.437,0.871,0.649,1.000
0.015,0.920,0.840,0.255,0.486,0.785,0.851,0.195,0.202,0.812,0.316,0.811,0.581,1.000
0.010,0.920,0.536,0.255,0.607,0.797,0.840,0.182,0.101,0.770,0.433,0.773,0.676,1.000
0.014,0.273,0.420,0.274,0.411,0.744,0.776,0.457,0.081,0.730,0.428,0.871,0.689,1.000
0.071,0.273,0.420,0.269,0.411,0.840,0.892,0.215,0.081,0.799,0.153,0.879,0.635,1.000
0.144,0.920,0.840,0.278,0.411,0.854,0.895,0.240,0.136,0.781,0.436,0.939,0.676,1.000
0.153,0.920,0.420,0.259,0.505,0.735,0.721,0.541,0.217,0.633,0.707,0.917,0.676,1.000
0.145,0.920,0.840,0.264,0.458,0.841,0.856,0.260,0.146,0.722,0.033,0.795,0.581,1.000
0.374,0.920,0.420,0.250,0.579,0.814,0.851,0.326,0.040,0.759,0.538,0.773,0.595,1.000
0.064,0.920,0.840,0.302,0.561,0.822,0.864,0.188,0.116,0.773,0.148,0.803,0.622,1.000
0.078,0.273,0.420,0.255,0.589,0.859,0.891,0.354,0.035,0.764,0.489,0.811,0.689,1.000
0.055,0.920,0.840,0.274,0.458,0.802,0.831,0.294,0.202,0.742,0.406,0.871,0.581,1.000
0.151,0.920,0.420,0.264,0.486,0.835,0.875,0.254,0.091,0.773,0.530,0.705,0.473,1.000
0.083,0.920,0.840,0.255,0.495,0.795,0.864,0.206,0.177,0.822,0.666,0.879,0.622,1.000
0.061,0.920,0.840,0.160,0.477,0.871,0.858,0.108,0.222,0.675,0.445,0.644,0.459,1.000
0.100,0.273,0.420,0.245,0.523,0.874,0.913,0.328,0.106,0.782,0.123,0.636,0.459,1.000
0.148,0.920,0.420,0.269,0.486,0.824,0.867,0.390,0.025,0.777,0.361,0.864,0.622,1.000
0.071,0.661,0.420,0.274,0.495,0.812,0.876,0.335,0.056,0.816,0.714,0.795,0.568,1.000
0.078,0.920,0.420,0.274,0.645,0.819,0.864,0.221,0.061,0.779,0.619,0.833,0.554,1.000
0.226,0.273,0.420,0.255,0.542,0.820,0.865,0.156,0.061,0.779,0.475,0.909,0.662,1.000
0.150,0.920,0.840,0.292,0.421,0.603,0.636,0.413,0.157,0.690,0.594,0.894,0.662,1.000
0.013,0.684,0.420,0.269,0.439,0.788,0.831,0.380,0.131,0.766,0.519,0.735,0.486,1.000
0.072,0.920,0.420,0.241,0.393,0.826,0.883,0.500,0.056,0.804,0.582,0.917,0.649,1.000
0.086,0.805,0.382,0.283,0.523,0.824,0.856,0.269,0.096,0.753,0.479,0.727,0.608,1.000
0.266,0.564,0.000,0.222,0.402,0.852,0.820,0.255,0.121,0.630,0.874,0.826,0.595,1.000
0.072,0.920,0.632,0.245,0.486,0.789,0.840,0.410,0.121,0.782,0.665,0.712,0.527,1.000
0.029,0.920,0.420,0.226,0.579,0.795,0.854,0.151,0.187,0.802,0.609,0.735,0.568,1.000
0.095,0.920,0.420,0.283,0.458,0.850,0.877,0.185,0.116,0.751,0.536,0.644,0.405,1.000
0.054,0.920,0.420,0.274,0.308,0.639,0.655,0.428,0.101,0.667,0.384,0.871,0.662,1.000
0.001,0.920,0.840,0.269,0.439,0.824,0.880,0.427,0.056,0.802,0.735,0.917,0.676,1.000
0.031,0.273,0.420,0.245,0.561,0.926,0.943,0.381,0.091,0.753,0.537,0.856,0.635,1.000
0.106,0.797,0.420,0.278,0.308,0.820,0.877,0.461,0.136,0.803,0.355,0.864,0.635,1.000
0.084,0.577,0.420,0.231,0.439,0.785,0.801,0.167,0.096,0.708,0.576,0.591,0.500,1.000
0.284,0.920,0.840,0.250,0.449,0.840,0.855,0.243,0.111,0.723,0.383,0.879,0.622,1.000
0.067,0.273,0.420,0.222,0.598,0.813,0.873,0.166,0.126,0.808,0.451,0.818,0.595,1.000
0.291,0.920,0.420,0.250,0.486,0.784,0.849,0.129,0.136,0.809,0.482,0.894,0.635,1.000
0.074,0.920,0.420,0.241,0.411,0.845,0.887,0.317,0.146,0.780,0.572,0.932,0.662,1.000
0.067,0.920,0.840,0.245,0.542,0.788,0.829,0.217,0.126,0.760,0.256,0.864,0.608,1.000
0.034,0.920,0.840,0.236,0.421,0.801,0.861,0.306,0.116,0.806,0.288,0.917,0.649,1.000
0.083,0.920,0.420,0.283,0.430,0.805,0.851,0.245,0.045,0.777,0.563,0.811,0.581,1.000
0.275,0.718,0.420,0.354,0.355,0.687,0.629,0.470,0.237,0.528,0.437,0.402,0.581,1.000
0.049,0.920,0.420,0.278,0.486,0.896,0.866,0.609,0.045,0.647,0.597,0.856,0.608,1.000
0.071,0.920,0.420,0.245,0.458,0.809,0.840,0.213,0.096,0.747,0.759,0.735,0.568,1.000
0.200,0.920,0.710,0.241,0.364,0.829,0.817,0.540,0.131,0.664,0.667,0.856,0.622,1.000
0.067,0.657,0.840,0.278,0.486,0.813,0.857,0.187,0.212,0.774,0.574,0.545,0.662,1.000
0.211,0.920,0.000,0.288,0.449,0.853,0.819,0.610,0.030,0.627,0.553,0.932,0.689,1.000
0.135,0.920,0.573,0.259,0.458,0.810,0.794,0.395,0.081,0.650,0.409,0.924,0.649,1.000
0.056,0.920,0.420,0.307,0.533,0.816,0.854,0.133,0.247,0.763,0.473,0.576,0.365,1.000
0.070,0.582,0.420,0.236,0.383,0.808,0.755,0.310,0.136,0.575,0.754,0.780,0.622,1.000
0.091,0.907,0.420,0.274,0.364,0.832,0.823,0.323,0.056,0.671,0.435,0.864,0.581,1.000
0.002,0.920,0.328,0.250,0.458,0.811,0.835,0.423,0.051,0.734,0.526,0.780,0.608,1.000
0.229,0.920,0.417,0.245,0.355,0.764,0.765,0.267,0.157,0.672,0.605,0.894,0.649,1.000
0.001,0.273,0.840,0.208,0.505,0.792,0.821,0.348,0.237,0.737,0.524,0.765,0.608,1.000
0.082,0.920,0.420,0.302,0.523,0.901,0.932,0.324,0.076,0.774,0.640,0.705,0.568,1.000
0.088,0.920,0.420,0.241,0.570,0.862,0.876,0.360,0.056,0.728,0.569,0.689,0.635,1.000
0.102,0.476,0.420,0.236,0.393,0.854,0.942,0.341,0.056,0.877,0.454,0.932,0.581,1.000
0.155,0.498,0.684,0.175,0.467,0.763,0.856,0.154,0.116,0.861,0.301,0.523,0.500,1.000
0.149,0.513,0.420,0.259,0.327,0.757,0.717,0.562,0.152,0.587,0.358,0.727,0.541,1.000
0.105,0.920,0.840,0.269,0.486,0.787,0.817,0.260,0.167,0.737,0.315,0.727,0.554,1.000
0.081,0.920,0.420,0.236,0.411,0.857,0.892,0.212,0.106,0.769,0.683,0.811,0.554,1.000
0.086,0.920,0.840,0.278,0.598,0.731,0.815,0.156,0.116,0.832,0.205,0.652,0.527,1.000
0.214,0.920,0.609,0.307,0.477,0.839,0.860,0.374,0.086,0.735,0.764,0.803,0.635,1.000
0.043,0.920,0.420,0.198,0.533,0.778,0.732,0.290,0.131,0.580,0.767,0.811,0.581,1.000
0.082,0.735,0.492,0.255,0.449,0.726,0.778,0.203,0.081,0.766,0.359,0.659,0.595,1.000
0.231,0.920,0.420,0.198,0.551,0.798,0.840,0.153,0.172,0.766,0.487,0.492,0.324,1.000
0.066,0.542,0.420,0.245,0.458,0.804,0.782,0.398,0.066,0.635,0.398,0.667,0.432,1.000
0.059,0.920,0.840,0.278,0.439,0.789,0.848,0.274,0.035,0.797,0.803,0.727,0.527,1.000
0.086,0.920,0.420,0.288,0.421,0.688,0.660,0.109,0.227,0.591,0.892,0.682,0.514,1.000
0.154,0.920,0.840,0.278,0.514,0.826,0.819,0.219,0.212,0.674,0.470,0.871,0.649,1.000
0.076,0.273,0.000,0.241,0.439,0.781,0.855,0.422,0.076,0.826,0.409,0.894,0.662,1.000
0.124,0.920,0.840,0.288,0.467,0.827,0.882,0.207,0.106,0.802,0.147,0.856,0.622,1.000
0.157,0.920,0.420,0.292,0.336,0.798,0.849,0.156,0.116,0.786,0.561,0.795,0.676,1.000
0.063,0.920,0.840,0.288,0.458,0.762,0.832,0.228,0.091,0.812,0.517,0.902,0.676,1.000
0.067,0.920,0.840,0.236,0.421,0.839,0.904,0.220,0.116,0.824,0.209,0.864,0.635,1.000
