time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
1365.000,3.000,7.000,2.020,10.200,40.110,38.020,322.000,11.300,-2.090,13.340,-0.230,-0.050
1362.000,2.000,7.000,2.150,9.100,40.400,38.490,308.000,11.700,-1.910,14.100,-0.920,-0.460
54.000,3.000,6.000,2.100,9.500,37.890,34.320,1068.000,8.000,-3.570,9.130,-0.210,-0.060
2432.000,3.000,7.000,2.050,10.400,40.640,40.360,196.000,8.900,-0.280,9.700,-0.460,-0.220
1897.000,2.000,7.000,1.910,12.100,41.140,40.350,199.000,8.100,-0.790,10.640,-0.540,-0.300
2739.000,2.000,6.000,2.030,10.700,41.280,39.360,1028.000,5.700,-1.920,11.120,-0.250,-0.090
4042.000,3.000,7.000,1.970,13.200,40.590,39.700,253.000,13.000,-0.890,11.690,-0.400,-0.080
1854.000,2.657,7.000,1.940,15.500,41.490,40.970,207.000,8.300,-0.520,10.830,-0.190,-0.090
174.000,3.000,7.000,2.170,12.900,38.490,36.220,523.000,12.000,-2.270,10.720,-0.170,-0.010
1641.000,2.395,6.000,2.020,10.700,40.500,38.440,1275.000,5.800,-2.060,12.410,-0.260,0.040
1747.000,2.509,7.000,2.210,9.700,32.250,29.430,431.000,9.500,-2.820,11.850,-0.440,-0.110
28.000,2.508,6.000,2.130,9.500,34.690,30.580,657.000,10.500,-4.110,15.250,-0.590,-0.070
1746.000,2.000,6.000,2.010,9.800,41.200,40.450,1085.000,5.700,-0.750,8.060,-0.060,0.000
457.000,2.000,6.000,2.010,9.900,37.850,35.810,336.000,11.800,-2.040,11.190,-0.660,-0.060
2529.000,2.000,7.000,1.900,11.700,40.560,39.990,176.000,8.300,-0.570,10.800,-0.260,-0.070
2007.000,2.609,6.000,2.060,9.200,37.200,30.410,617.000,6.300,-6.790,13.660,-0.130,-0.020
1506.000,3.000,7.000,1.970,11.200,40.590,40.120,194.000,7.000,-0.470,12.580,-0.250,-0.070
1544.000,3.000,7.000,2.010,12.900,40.650,40.160,94.000,9.400,-0.490,11.490,-0.100,0.010
3253.000,3.000,6.543,2.000,9.900,35.360,30.840,575.000,10.900,-4.520,14.310,-0.340,-0.020
1262.000,3.000,6.000,2.220,8.800,35.360,32.400,541.000,7.400,-2.960,15.010,-0.120,0.020
4190.000,2.000,6.238,2.210,8.000,34.030,30.130,859.000,6.600,-3.900,12.930,-0.350,0.020
2523.000,2.000,6.000,2.090,10.200,37.630,35.510,420.000,11.800,-2.120,15.820,-0.170,0.010
1942.000,2.000,7.000,2.500,8.000,29.110,24.250,746.000,7.400,-4.860,9.830,-0.390,-0.090
5482.000,2.000,7.000,1.910,12.200,40.480,40.060,158.000,11.000,-0.420,12.500,-0.420,0.000
1278.000,3.000,6.000,1.980,11.000,41.650,40.870,167.000,6.600,-0.780,12.540,-0.400,-0.070
1313.000,3.000,6.094,1.770,7.800,35.180,34.460,796.000,9.400,-0.720,9.320,-0.110,0.000
2843.000,3.000,7.000,1.910,13.100,40.980,40.360,185.000,15.000,-0.620,12.740,-0.400,-0.160
9844.000,2.000,7.000,1.940,12.800,40.680,40.220,157.000,8.200,-0.460,9.710,-0.250,-0.070
7546.000,3.000,5.000,2.030,9.500,41.570,39.250,1003.000,5.800,-2.320,10.040,-0.410,-0.070
2373.000,2.000,7.000,2.050,9.700,36.040,32.440,239.000,23.800,-3.600,10.930,-0.190,-0.080
67.000,3.000,6.000,2.260,8.800,34.690,30.680,438.000,21.100,-4.010,14.380,-0.190,-0.010
1277.000,3.000,7.000,2.140,10.900,40.860,39.310,339.000,12.900,-1.550,12.700,-0.180,-0.100
2924.000,3.000,6.000,2.060,11.400,41.300,38.540,1058.000,5.800,-2.760,15.040,-0.170,0.000
10104.000,3.000,6.670,2.210,11.200,37.010,34.670,358.000,13.900,-2.340,10.750,-0.680,-0.040
1726.000,3.000,7.046,1.870,14.000,40.470,40.200,136.000,7.300,-0.270,11.280,-0.080,-0.040
1349.000,3.000,7.000,1.820,12.100,39.980,38.960,167.000,11.000,-1.020,11.530,-0.390,-0.190
186.000,3.000,7.000,2.020,11.400,41.020,40.200,291.000,11.400,-0.820,11.350,-0.190,-0.010
1247.000,3.000,6.628,2.290,8.900,33.040,29.200,865.000,17.500,-3.840,15.240,-0.520,0.070
2582.000,2.000,7.000,2.050,10.200,38.410,35.480,306.000,15.500,-2.930,11.660,-1.010,-0.070
1261.000,2.000,6.000,2.100,10.200,37.040,33.770,365.000,11.900,-3.270,12.660,-0.400,-0.030
985.000,3.000,7.000,1.730,6.500,28.530,27.540,597.000,22.700,-0.990,8.470,-0.370,-0.090
1196.000,2.000,7.000,1.740,12.000,40.980,39.360,170.000,9.200,-1.620,11.960,-0.430,-0.150
4867.000,2.673,7.000,2.100,9.500,37.280,35.310,1031.000,5.700,-1.970,11.560,-0.300,0.000
2626.000,2.000,6.000,2.000,10.900,40.820,39.710,1119.000,7.500,-1.110,10.230,-0.080,0.000
1616.000,2.582,6.000,2.090,9.600,36.170,30.620,1211.000,6.900,-5.550,11.180,-0.380,0.020
1747.000,2.332,6.000,2.010,9.900,40.690,39.150,1045.000,5.100,-1.540,8.710,-0.050,0.000
1097.000,3.000,7.222,1.830,10.900,40.030,39.770,345.000,12.400,-0.260,8.700,-0.110,-0.060
1578.000,3.000,7.000,1.970,12.500,41.050,40.160,192.000,8.200,-0.890,11.470,-0.250,-0.150
2859.000,2.588,7.000,1.970,11.200,37.160,35.780,317.000,11.800,-1.380,12.570,-0.090,-0.050
1514.000,3.000,7.000,2.010,12.700,40.920,40.480,183.000,7.700,-0.440,11.680,-0.060,-0.070
1688.000,3.000,7.000,1.980,12.200,40.910,40.620,192.000,6.800,-0.290,13.020,-0.360,-0.170
1305.000,3.000,7.000,1.950,16.100,40.980,40.750,183.000,7.600,-0.230,11.200,-0.230,-0.130
113.000,3.000,7.000,2.080,12.500,40.720,40.040,185.000,8.900,-0.680,15.460,-0.080,-0.010
5682.000,2.592,7.000,2.090,10.400,38.890,37.610,255.000,11.400,-1.280,15.360,-0.120,-0.010
5477.000,2.000,6.000,2.490,8.500,30.870,26.180,706.000,9.100,-4.690,14.030,-0.540,0.000
1323.000,2.485,5.000,1.830,7.600,34.210,33.840,937.000,7.900,-0.370,9.440,-0.080,0.000
2682.000,2.480,7.000,2.080,9.500,34.500,29.280,431.000,13.800,-5.220,12.790,-0.700,-0.020
1521.000,3.000,6.000,2.040,9.900,39.170,37.770,435.000,12.300,-1.400,13.680,-0.070,0.000
10085.000,3.000,6.000,2.170,10.200,33.420,29.950,801.000,4.800,-3.470,8.820,-0.260,-0.080
10364.000,3.000,6.000,2.380,8.100,34.970,30.410,926.000,9.800,-4.560,12.400,-0.050,-0.020
4016.000,3.000,5.678,2.170,9.800,34.670,30.830,746.000,4.800,-3.840,10.050,-0.090,-0.030
2585.000,3.000,7.000,2.050,13.000,41.040,40.620,190.000,7.400,-0.420,11.160,-0.220,-0.140
1524.000,3.000,5.000,2.070,9.400,39.610,36.350,1124.000,6.300,-3.260,10.750,-0.140,-0.020
1580.000,3.000,6.107,2.010,9.900,38.280,35.450,454.000,11.700,-2.830,14.640,-0.050,-0.030
2988.000,3.000,7.000,1.910,11.300,41.290,40.520,192.000,9.200,-0.770,11.990,-0.850,-0.360
2995.000,3.000,7.000,1.950,8.900,35.300,32.450,541.000,9.400,-2.850,9.970,-0.100,-0.080
7547.000,3.000,6.000,2.020,9.700,39.900,36.450,619.000,12.200,-3.450,13.630,-0.060,-0.020
1370.000,2.692,6.000,2.110,9.800,38.350,34.620,667.000,11.800,-3.730,11.620,-0.330,-0.070
1634.000,2.000,7.000,2.140,10.300,38.310,35.070,378.000,17.600,-3.240,15.260,-0.050,-0.040
230.000,3.000,6.000,2.010,9.600,41.490,39.110,1070.000,6.400,-2.380,12.010,-0.650,-0.260
303.000,3.000,7.000,2.010,11.100,39.140,36.330,260.000,14.400,-2.810,15.940,-0.160,-0.040
1340.000,3.000,7.000,2.120,9.600,35.640,32.910,766.000,7.500,-2.730,10.310,-0.010,0.020
2605.000,2.000,6.000,2.070,9.000,36.300,33.540,526.000,11.500,-2.760,14.000,-0.240,-0.050
6304.000,3.000,7.000,1.880,11.800,35.160,31.430,363.000,14.000,-3.730,14.290,-0.150,-0.090
561.000,3.000,7.000,1.980,12.800,40.500,39.660,185.000,11.000,-0.840,8.720,-0.100,-0.020
198.000,2.000,7.000,1.910,11.900,41.160,40.820,221.000,11.600,-0.340,10.800,-0.210,-0.030
1089.000,3.000,6.880,2.170,11.000,37.920,33.680,607.000,12.600,-4.240,12.700,-0.060,0.080
1259.000,3.000,7.000,2.300,8.900,34.130,29.440,521.000,12.800,-4.690,10.160,-0.410,-0.180
1725.000,3.000,7.000,1.820,13.700,41.090,40.740,152.000,6.700,-0.350,10.340,-0.120,-0.170
1160.000,2.626,7.000,1.880,13.000,40.480,40.090,183.000,7.400,-0.390,10.450,-0.220,0.020
1434.000,2.480,7.000,2.030,9.200,37.830,36.100,380.000,14.900,-1.730,10.850,0.000,0.010
1676.000,2.526,7.000,2.080,10.700,39.620,37.430,351.000,11.300,-2.190,11.650,-0.110,0.000
1766.000,2.333,6.000,2.220,8.400,36.390,32.420,1281.000,10.300,-3.970,11.320,0.010,0.140
1558.000,3.000,7.000,2.070,9.800,36.490,31.770,470.000,14.600,-4.720,13.360,-0.340,-0.120
4915.000,2.626,6.000,1.970,10.600,41.210,40.940,1253.000,6.200,-0.270,12.140,-0.080,-0.010
11181.000,3.000,7.161,2.000,10.900,40.550,38.880,249.000,12.400,-1.670,9.780,-0.070,-0.050
1512.000,3.000,7.000,2.000,12.500,41.190,40.600,165.000,6.700,-0.590,8.800,-0.130,-0.010
1439.000,3.000,6.000,2.110,9.000,39.240,35.770,1269.000,6.100,-3.470,11.040,-0.200,-0.080
2827.000,3.000,7.000,2.030,11.600,39.490,37.270,240.000,11.700,-2.220,15.050,-0.210,-0.050
4003.000,2.533,7.000,1.800,12.100,41.140,39.360,318.000,11.500,-1.780,12.980,-0.770,-0.020
858.000,3.000,5.000,2.010,9.100,41.190,38.410,1156.000,5.500,-2.780,9.770,-0.040,0.010
1880.000,3.000,5.000,1.950,9.900,41.910,41.230,1048.000,5.100,-0.680,11.850,-0.430,-0.170
1193.000,3.000,7.000,2.050,9.300,36.230,31.890,541.000,11.500,-4.340,14.120,-0.180,-0.060
1221.000,2.000,6.000,2.230,9.700,38.070,34.570,472.000,12.300,-3.500,10.630,-0.110,-0.020
63.000,3.000,7.000,2.070,10.500,38.950,37.140,249.000,13.300,-1.810,11.350,-0.040,-0.050
3258.000,3.000,6.600,2.010,10.600,41.270,39.050,375.000,11.400,-2.220,15.980,-0.790,-0.230
136.000,3.000,7.000,2.160,9.900,37.700,35.710,319.000,14.800,-1.990,10.110,-0.070,0.010
2507.000,3.000,7.000,2.330,14.000,37.570,35.040,378.000,11.500,-2.530,11.070,-0.090,0.010
1373.000,3.000,7.000,2.120,14.900,40.640,39.890,186.000,8.400,-0.750,11.950,-0.070,-0.030
1641.000,3.000,7.000,2.070,10.200,38.610,35.060,403.000,11.800,-3.550,13.390,-0.060,-0.070
1728.000,3.000,7.000,1.540,13.300,40.480,40.080,169.000,12.800,-0.400,10.920,-0.610,-0.370
2991.000,2.478,6.000,2.100,10.000,38.660,34.780,1139.000,8.000,-3.880,15.470,-0.070,0.020
2788.000,2.606,6.000,2.090,9.300,35.290,32.040,458.000,8.700,-3.250,13.010,-0.190,-0.090
1194.000,2.616,7.000,2.100,10.800,39.260,37.970,313.000,12.000,-1.290,11.500,-0.050,-0.020
3855.000,2.558,7.000,2.110,9.300,35.410,32.070,493.000,9.400,-3.340,9.110,0.020,0.020
251.000,2.000,5.000,2.070,10.200,41.150,39.000,1045.000,6.400,-2.150,11.490,0.000,0.020
2771.000,3.000,7.000,1.640,13.100,40.800,40.220,176.000,11.100,-0.580,10.400,-0.310,-0.110
1613.000,3.000,6.000,1.940,9.000,40.930,40.210,1158.000,5.800,-0.720,12.770,-0.330,-0.120
1701.000,3.000,6.000,1.990,9.900,41.140,39.360,1078.000,5.700,-1.780,10.660,-0.290,-0.030
1424.000,2.632,7.000,1.990,9.600,37.530,32.780,1053.000,12.700,-4.750,11.740,-0.070,-0.020
533.000,2.581,7.000,2.200,9.400,33.180,28.160,292.000,12.300,-5.020,13.180,-0.600,-0.040
523.000,2.907,7.000,2.130,9.000,34.790,30.410,756.000,13.700,-4.380,13.800,-0.220,-0.020
937.000,3.000,6.000,2.120,9.900,38.840,35.300,387.000,11.800,-3.540,13.060,-0.220,-0.220
1183.000,3.000,6.033,2.020,9.800,41.020,39.140,1227.000,5.100,-1.880,8.160,-0.100,0.020
2659.000,3.000,7.000,1.990,11.800,41.530,40.840,172.000,6.900,-0.690,10.340,-0.310,-0.210
5872.000,2.705,6.685,2.210,10.100,38.270,35.660,487.000,12.700,-2.610,15.240,-0.230,-0.080
86.000,2.000,7.000,1.980,15.300,40.910,40.550,205.000,5.500,-0.360,12.430,-0.180,-0.110
1412.000,2.805,7.000,2.020,12.600,41.160,40.450,189.000,6.800,-0.710,10.740,-0.070,-0.030
1704.000,3.000,7.000,2.040,10.000,39.370,38.190,199.000,11.100,-1.180,11.710,-0.340,-0.070
3809.000,3.000,6.229,1.860,10.400,40.970,40.680,402.000,6.700,-0.290,11.510,-0.660,-0.210
1642.000,2.460,6.000,2.270,8.600,34.590,31.350,550.000,10.400,-3.240,12.210,-0.110,0.010
3368.000,3.000,7.000,2.040,12.100,40.670,39.710,243.000,13.600,-0.960,12.640,-0.450,-0.070
1668.000,2.670,7.000,1.980,11.800,39.050,35.520,231.000,13.100,-3.530,16.460,-0.250,-0.070
1209.000,3.000,6.000,1.990,12.700,41.080,40.520,196.000,7.200,-0.560,15.110,-0.300,-0.020
346.000,2.566,7.000,1.940,13.000,41.490,40.800,174.000,7.900,-0.690,11.970,-0.740,-0.340
1209.000,3.000,6.000,2.030,11.300,40.870,37.800,298.000,13.200,-3.070,15.390,-0.940,-0.040
2458.000,3.000,6.000,2.150,9.300,38.190,36.450,1024.000,7.000,-1.740,9.700,-0.360,0.000
2773.000,3.000,7.000,1.990,10.600,39.020,37.450,333.000,12.300,-1.570,13.630,-0.190,-0.040
1440.000,2.000,7.000,1.880,12.500,41.280,41.090,199.000,7.600,-0.190,9.840,-0.240,-0.170
1133.000,3.000,6.000,1.930,9.100,38.490,35.820,438.000,11.500,-2.670,12.290,-0.560,-0.030
33.000,3.000,7.000,1.700,6.800,33.520,32.540,394.000,15.000,-0.980,8.220,0.010,-0.010
34.000,3.000,6.954,1.740,7.200,34.790,33.880,454.000,11.500,-0.910,8.500,0.020,-0.040
1700.000,2.000,7.000,2.100,8.400,35.800,33.890,632.000,7.400,-1.910,11.090,-0.300,-0.010
5623.000,3.000,7.000,2.000,10.000,38.980,36.860,532.000,11.300,-2.120,12.260,-0.070,0.030
1514.000,2.000,7.000,2.030,10.200,39.800,37.180,177.000,14.000,-2.620,12.470,-0.820,-0.100
3910.000,3.000,6.504,2.070,9.500,34.750,31.200,547.000,11.100,-3.550,13.200,-0.590,0.010
1386.000,3.000,7.000,2.020,11.000,36.750,31.910,415.000,14.500,-4.840,14.280,-0.120,-0.020
195.000,2.710,7.000,2.130,10.700,37.430,33.730,372.000,20.500,-3.700,11.900,-0.300,-0.030
1529.000,3.000,7.000,2.060,13.300,42.430,41.480,188.000,7.700,-0.950,8.500,-0.340,-0.090
115.000,3.000,7.000,1.760,11.400,41.540,40.940,190.000,9.700,-0.600,8.880,-0.850,-0.150
5918.000,2.536,7.000,2.040,10.300,38.090,35.440,316.000,13.700,-2.650,10.880,-1.050,-0.210
10543.000,2.000,7.000,2.000,12.900,40.190,40.040,167.000,7.100,-0.150,11.780,-0.110,0.020
61.000,2.566,7.000,2.130,9.600,37.990,33.440,1139.000,17.300,-4.550,14.510,-0.670,-0.110
4144.000,2.592,7.000,2.090,11.300,39.460,37.820,352.000,12.600,-1.640,14.850,-0.270,-0.040
1541.000,2.598,7.031,2.050,10.600,32.840,27.570,518.000,20.200,-5.270,16.160,-0.330,0.090
1555.000,2.000,7.000,2.000,10.300,41.360,40.020,309.000,11.600,-1.340,14.070,-0.320,0.030
1454.000,3.000,7.000,1.510,13.800,41.610,41.230,163.000,9.600,-0.380,10.340,-0.610,-0.110
1745.000,3.000,6.771,2.060,10.800,38.220,36.140,387.000,12.700,-2.080,13.530,-0.490,-0.130
4938.000,3.000,6.000,1.990,10.400,40.510,39.150,1343.000,6.400,-1.360,10.080,-0.090,-0.010
1724.000,3.000,5.000,2.280,8.400,36.320,28.580,937.000,5.700,-7.740,12.460,-0.130,0.030
2408.000,3.000,6.000,1.920,9.200,34.950,31.570,475.000,6.000,-3.380,10.930,-0.530,-0.220
2515.000,2.000,7.000,1.780,13.200,39.620,39.050,142.000,9.000,-0.570,9.930,-0.680,-0.070
1455.000,2.000,6.335,2.090,8.800,35.430,30.730,692.000,8.000,-4.700,12.880,-0.070,-0.010
4335.000,2.000,6.000,1.780,9.600,40.490,38.730,208.000,12.400,-1.760,11.750,-0.920,-0.240
864.000,2.000,7.000,2.200,9.400,35.440,31.090,543.000,9.400,-4.350,7.890,-0.430,-0.060
13.000,3.000,5.000,2.360,8.000,34.990,30.330,913.000,12.200,-4.660,13.090,-0.230,0.000
8455.000,2.000,7.000,2.080,10.300,38.790,36.890,168.000,16.700,-1.900,15.910,-0.140,0.030
614.000,3.000,6.000,1.990,10.500,40.440,38.480,189.000,11.600,-1.960,16.250,-0.560,-0.120
2405.000,3.000,6.000,2.070,9.200,39.420,36.850,1052.000,7.400,-2.570,11.230,-0.450,-0.020
270.000,3.000,6.320,1.770,8.300,35.720,34.040,466.000,10.400,-1.680,10.070,-0.220,-0.030
1381.000,3.000,7.000,2.100,9.900,39.580,37.530,301.000,12.200,-2.050,12.110,-0.920,-0.050
2908.000,2.000,7.000,2.010,11.100,39.340,38.590,194.000,9.200,-0.750,11.460,-0.460,-0.150
163.000,3.000,6.120,2.230,8.400,34.120,30.120,1111.000,9.400,-4.000,9.560,-0.100,-0.010
1724.000,3.000,6.000,2.370,8.800,36.680,31.980,1138.000,10.600,-4.700,13.190,-0.540,-0.130
937.000,2.991,7.000,2.390,8.600,30.250,25.390,581.000,19.000,-4.860,14.090,-0.470,-0.020
8708.000,2.556,7.000,1.810,8.700,35.050,34.610,638.000,10.200,-0.440,10.240,-0.020,-0.220
1451.000,3.000,7.000,1.940,12.700,40.310,39.980,175.000,7.800,-0.330,10.510,-0.690,-0.300
1424.000,3.000,7.000,1.970,10.200,39.760,36.320,562.000,11.800,-3.440,13.630,-0.510,-0.120
5619.000,2.678,7.000,2.090,10.600,39.180,37.100,391.000,13.900,-2.080,11.680,-0.070,0.000
2849.000,2.418,6.000,2.220,9.000,37.600,32.470,660.000,14.700,-5.130,12.290,-0.560,-0.010
104.000,3.000,7.000,2.030,10.800,38.270,36.570,356.000,11.600,-1.700,11.960,-0.130,0.000
1862.000,3.000,7.000,1.970,16.000,41.300,40.930,150.000,7.800,-0.370,10.410,-0.250,-0.060
1232.000,3.000,6.000,2.180,9.000,32.440,27.180,989.000,9.100,-5.260,8.910,-0.020,0.020
2873.000,2.000,7.000,2.210,9.800,34.530,30.990,788.000,9.300,-3.540,10.120,-0.200,-0.040
3167.000,2.000,7.000,1.960,14.200,40.890,40.470,197.000,7.000,-0.420,10.840,-0.280,-0.020
1820.000,2.550,7.000,2.050,9.000,39.410,35.560,1093.000,7.200,-3.850,12.680,-0.100,0.010
1046.000,2.606,6.762,2.140,11.800,38.510,35.890,503.000,12.800,-2.620,12.750,-0.160,-0.040
902.000,2.410,6.000,2.020,11.300,41.080,39.670,1131.000,7.500,-1.410,11.720,-0.090,0.000
6352.000,2.000,6.000,1.990,8.800,35.430,31.010,710.000,10.200,-4.420,12.860,-0.740,-0.020
8816.000,2.432,7.000,1.760,10.500,37.410,34.420,203.000,12.500,-2.990,13.740,-0.600,0.020
1395.000,2.525,5.938,2.090,8.500,37.770,33.350,1133.000,9.500,-4.420,13.080,-0.170,-0.020
1029.000,3.000,7.000,2.030,9.200,37.890,34.350,391.000,13.200,-3.540,13.160,-0.250,-0.120
2990.000,3.000,7.000,2.240,9.200,33.290,28.670,659.000,8.700,-4.620,13.490,-0.010,0.020
4344.000,2.520,6.000,1.810,10.500,40.840,40.470,198.000,6.700,-0.370,11.410,-0.400,-0.110
9413.000,2.423,6.073,2.160,9.400,34.340,31.780,460.000,6.600,-2.560,14.580,-0.400,-0.190
4495.000,3.000,7.000,2.370,8.600,35.180,29.760,446.000,7.700,-5.420,15.530,-0.260,-0.030
2454.000,3.000,7.000,2.420,10.000,36.420,33.080,297.000,17.100,-3.340,15.110,-0.220,0.010
3124.000,2.000,5.000,2.170,8.900,39.000,35.350,1018.000,7.000,-3.650,10.220,-0.040,0.070
5588.000,3.000,7.000,2.080,13.300,41.550,41.040,185.000,7.900,-0.510,11.470,-0.260,-0.100
38.000,3.000,7.000,1.960,9.800,37.530,34.380,333.000,14.200,-3.150,16.260,-0.140,0.000
1060.000,3.000,6.281,2.040,9.600,36.990,33.860,448.000,12.700,-3.130,15.470,-0.100,-0.020
4750.000,3.000,6.000,2.200,10.700,34.910,31.910,200.000,22.000,-3.000,14.370,-0.480,-0.090
1789.000,3.000,6.000,1.960,12.900,40.370,39.150,178.000,8.800,-1.220,12.690,-0.150,-0.120
5709.000,2.541,6.000,2.170,8.800,36.360,32.850,751.000,12.000,-3.510,13.750,-0.310,-0.020
1696.000,2.000,6.893,1.820,9.900,38.950,36.630,252.000,15.300,-2.320,12.310,-0.490,-0.050
3361.000,3.000,5.000,2.320,9.000,36.710,34.490,1134.000,5.100,-2.220,12.240,-0.170,0.020
6341.000,2.485,5.000,2.060,9.400,40.680,38.190,1031.000,5.800,-2.490,14.060,-0.010,0.040
3408.000,3.000,7.000,1.870,11.800,41.090,40.350,199.000,8.700,-0.740,12.200,-0.270,-0.020
129.000,3.000,6.359,2.140,8.200,35.830,31.560,449.000,13.200,-4.270,12.740,-0.090,-0.030
4139.000,3.000,7.000,2.010,10.000,38.980,34.250,513.000,11.700,-4.730,14.700,-0.170,-0.020
29.000,3.000,6.000,2.040,10.400,42.070,41.660,1181.000,5.700,-0.410,12.610,-0.010,0.010
3349.000,3.000,5.000,2.010,9.500,41.730,40.570,1217.000,5.500,-1.160,8.130,-0.230,0.000
4099.000,3.000,6.000,2.020,10.600,38.610,35.050,694.000,11.900,-3.560,14.830,-0.130,-0.050
1500.000,2.660,7.000,2.020,10.600,38.550,35.290,518.000,13.400,-3.260,14.360,-0.340,-0.020
68.000,2.495,7.000,1.800,10.600,40.940,39.760,397.000,11.700,-1.180,15.080,-0.720,-0.040
2545.000,2.000,6.000,1.940,10.200,37.760,33.920,750.000,13.500,-3.840,15.290,-0.610,-0.070
1211.000,3.000,7.000,1.920,12.000,40.440,39.420,156.000,10.700,-1.020,12.790,-0.230,-0.110
2110.000,2.780,6.000,2.130,9.000,37.470,33.540,656.000,12.100,-3.930,13.670,-0.090,-0.010
1447.000,3.000,6.000,2.190,9.600,36.990,35.020,528.000,11.600,-1.970,10.100,-0.120,0.000
1450.000,3.000,7.000,2.160,10.100,37.650,35.610,422.000,11.300,-2.040,10.360,-0.140,0.010
4352.000,2.551,7.000,1.900,11.100,38.880,37.410,295.000,13.200,-1.470,11.300,-0.230,-0.090
2842.000,3.000,7.000,1.940,11.800,39.060,38.740,182.000,7.600,-0.320,8.690,-0.010,0.040
932.000,3.000,7.000,2.090,10.800,38.660,35.840,434.000,11.900,-2.820,11.400,-0.630,-0.320
1506.000,3.000,7.000,2.200,9.400,37.420,34.480,516.000,12.800,-2.940,15.040,-0.460,-0.230
3010.000,2.759,7.000,1.970,12.600,40.670,40.230,183.000,6.800,-0.440,10.850,-0.150,-0.030
1432.000,3.000,7.000,1.900,14.700,40.950,40.640,173.000,8.100,-0.310,10.300,-0.220,-0.110
1615.000,3.000,7.000,2.200,10.300,37.170,33.290,461.000,15.800,-3.880,11.530,-0.430,-0.200
2874.000,3.000,7.000,1.990,10.600,40.120,36.910,527.000,11.400,-3.210,10.380,-0.390,-0.110
1658.000,2.000,6.000,1.980,11.200,41.930,38.840,1290.000,6.000,-3.090,8.760,-0.090,-0.050
3221.000,2.000,6.000,2.070,10.300,35.970,32.990,757.000,9.200,-2.980,13.480,-0.040,-0.020
1598.000,2.000,6.000,2.130,8.400,36.150,30.050,788.000,7.800,-6.100,13.100,-0.300,0.020
1653.000,2.000,7.284,2.300,8.100,33.500,29.690,534.000,10.200,-3.810,11.600,-0.130,0.000
1589.000,3.000,6.000,1.910,11.800,41.190,40.550,181.000,5.400,-0.640,10.540,-0.190,-0.030
1497.000,2.000,7.000,1.940,11.600,38.620,37.060,160.000,7.500,-1.560,12.500,-0.700,-0.160
4361.000,2.348,6.000,2.160,9.900,35.340,33.250,569.000,5.400,-2.090,13.540,-0.110,0.000
218.000,2.000,7.000,2.090,12.600,40.910,39.370,179.000,10.900,-1.540,15.800,-0.150,-0.060
4577.000,3.000,6.000,2.270,8.200,33.530,28.590,497.000,9.100,-4.940,12.190,-0.510,-0.040
1704.000,2.684,6.000,1.920,11.300,39.940,38.700,159.000,9.400,-1.240,14.620,-0.470,-0.100
1435.000,3.000,7.000,1.710,8.200,33.030,32.520,647.000,8.700,-0.510,12.080,-0.450,-0.080
268.000,3.000,7.000,1.710,8.100,36.680,32.770,347.000,17.800,-3.910,9.810,-0.840,-0.150
796.000,3.000,7.000,2.110,10.000,35.930,32.680,337.000,15.000,-3.250,13.920,-1.130,-0.100
3283.000,2.000,7.000,1.920,12.400,41.100,40.540,196.000,9.800,-0.560,9.650,-0.380,-0.020
878.000,3.000,7.000,1.930,11.000,41.990,40.980,342.000,11.300,-1.010,12.510,-0.770,-0.150
1487.000,3.000,7.000,2.200,9.000,33.410,27.860,678.000,9.000,-5.550,11.770,-0.200,-0.040
1145.000,3.000,7.000,1.840,11.100,37.750,35.300,331.000,17.400,-2.450,13.030,-0.500,-0.130
1145.000,3.000,7.000,2.150,9.700,38.780,35.810,308.000,11.400,-2.970,15.120,-0.200,-0.040
2503.000,3.000,7.000,2.080,16.000,40.050,39.140,192.000,13.300,-0.910,9.740,-0.170,-0.020
1414.000,3.000,7.000,2.080,10.400,39.100,38.040,249.000,14.500,-1.060,13.920,-0.790,-0.450
189.000,3.000,7.000,1.930,12.200,41.130,40.770,187.000,7.300,-0.360,13.660,-0.440,-0.030
3066.000,3.000,7.000,1.980,12.400,40.390,39.640,218.000,11.500,-0.750,12.750,-0.010,0.010
266.000,3.000,7.000,1.690,11.900,40.830,39.530,179.000,8.600,-1.300,11.830,-0.810,-0.480
1567.000,3.000,7.000,2.420,9.800,35.640,31.440,393.000,12.500,-4.200,15.480,0.020,0.040
2664.000,2.444,7.000,2.210,10.900,36.700,34.030,297.000,14.000,-2.670,14.970,-0.520,-0.070
14219.000,3.000,7.000,2.050,10.000,34.650,30.630,588.000,9.200,-4.020,12.720,-0.020,0.010
8654.000,3.000,7.000,1.840,9.500,35.810,34.680,547.000,12.300,-1.130,9.650,-0.030,0.010
1454.000,2.540,7.000,1.970,13.600,40.200,39.870,189.000,7.300,-0.330,11.880,-0.620,-0.240
183.000,2.597,7.000,2.120,10.400,38.010,36.880,256.000,16.100,-1.130,11.680,-0.010,0.010
38.000,2.520,6.857,1.760,10.900,40.900,40.210,174.000,10.000,-0.690,12.970,-0.270,-0.050
